,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,Expected Annual Damage,Dike Investment Costs,RfR Investment Costs,Evacuation Costs,Expected Number of Deaths Upstream Gelderland,Expected Number of Deaths Downstream Gelderland,Expected Number of Deaths Overijssel
197,1,1,0,1,0,1,0,1,3,3,7,0,0,3,0,7,0,0,2,6,1,2,0,0,4205390.878671621,256363018.15501988,1112500000.0,278.99989900235465,0.0005844106460486626,0.0,0.0
198,0,0,0,0,0,0,0,0,3,7,0,1,0,5,3,4,0,1,1,3,7,4,0,0,209703469.7670146,339884429.97347724,0.0,10266.34754095718,0.003152512973410229,0.042289403403228495,0.0
199,0,0,0,0,0,0,0,0,3,7,0,3,4,1,0,3,3,3,4,5,0,0,0,5,283391236.8413049,358348022.03952605,84600000.0,15742.792836998777,0.0,0.0652044579334897,0.0023605749822121496
200,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,3,5,4,1,0,0,3845925746.864909,91113327.64106435,321100000.0,98065.24302672497,0.2042189530691173,0.25135611278717906,0.0
201,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,3,0,7,4,2,0,0,0,1209086313.0461614,194688789.2213024,84600000.0,0.0,0.05297711878091202,2.1598472180251904,0.0
202,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,3,3,3,4,0,9,0,3,914241928.9709566,288463739.98337734,0.0,0.0,0.015884933932016575,1.7285273831427672,0.0
203,0,0,0,0,0,0,0,0,0,6,6,0,7,2,0,9,5,4,2,3,2,3,0,0,1371902.4584200988,439720407.6772217,84600000.0,0.0,0.0,0.0009752922096083016,0.0
204,0,1,0,0,0,0,0,0,2,4,0,0,0,2,0,5,1,4,2,1,3,2,1,0,2819191871.979723,253576269.17965323,61400000.0,26143.700247159588,0.2886307164571708,0.0,0.0
205,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,5,3,5,1,0,0,1932909233.4251757,185406324.62078673,502300000.0,0.0,0.0051700105478486615,3.2835828767623467,0.0
206,0,0,1,0,0,0,0,0,0,4,0,0,1,2,5,2,0,0,6,6,1,1,0,0,428160171.2903688,280734483.4820399,321100000.0,0.0,0.005120023576052584,0.7427189476208367,0.0
207,1,1,0,1,0,0,0,0,3,3,7,0,0,0,0,1,0,0,6,6,5,3,0,1,669322862.5986632,240550179.49353033,297900000.0,11588.759796515817,0.05775008764703447,0.010350640685985384,0.0
208,0,1,0,0,0,0,0,0,2,0,5,3,7,0,0,0,5,0,3,1,5,1,0,0,932726213.9147731,259257318.56079414,115300000.0,17424.759088676048,0.08630558533906403,0.054877847128426485,0.00017991124869360102
209,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,2,6,0,3,0,0,361219653.09336835,163065620.83042502,569600000.0,0.0,0.24016222392852604,0.0,0.0
210,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,3,5,1,3,0,1,2904157580.719046,113413627.76288022,115300000.0,40156.33043972191,0.2555249260944198,0.08983662189206543,0.0
211,0,1,0,0,0,0,0,0,3,0,0,0,0,5,0,1,0,1,5,7,4,0,0,0,2919663917.9256372,143151613.2435315,30700000.0,38004.29212165837,0.23090457316573654,0.020976327841378418,0.0
212,0,0,0,0,0,0,0,0,0,6,0,0,7,2,0,7,5,5,1,6,5,7,0,5,145920317.32993346,425897615.1898487,0.0,0.0,0.10763515978803262,0.0,0.0
213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,1,3030423793.7397704,65532828.93339566,30700000.0,0.0,1.924204776381138,0.36861844406958966,0.0
214,0,1,0,0,0,0,0,0,1,2,2,0,6,0,0,7,7,0,3,0,2,2,0,0,41670128.24890825,264803793.40239826,581600000.0,1307.2829565676402,0.0,0.0,0.014602176894067663
215,0,0,0,0,0,0,0,0,0,3,1,3,0,2,0,3,0,4,1,1,1,0,0,0,758971355.413297,242666819.65910482,115300000.0,0.0,0.5058127997879741,0.11052298035177972,0.03121102021237816
216,0,1,0,0,0,0,0,0,0,5,3,0,3,1,0,1,3,3,3,3,1,10,0,2,511492504.4442724,389451584.96987605,61400000.0,0.0,0.39731668276856097,0.041759386666818304,0.0
217,0,1,0,0,0,0,0,0,1,7,5,0,7,2,0,7,4,3,3,2,5,0,0,0,107848144.8323488,396211805.0913805,30700000.0,3374.0854301858653,0.0005036892616225341,0.0,0.03689583014771371
218,0,1,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,1,4,6,4,1,0,0,2263572885.4407477,186531314.17199242,30700000.0,0.0,0.7131583653190677,2.1876544104232947,0.0
219,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,6,5,0,3,0,2,1953901371.5391912,162495427.88739514,538900000.0,0.0,0.03607620221266524,3.23034208510403,0.0
220,0,1,0,0,0,0,0,0,0,4,3,0,0,2,0,1,0,0,7,3,5,1,0,0,567803980.7373408,224823559.6858456,230600000.0,0.0,0.024098077704917766,0.9294037589785812,0.0
221,1,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,4,0,3,6,0,1,0,0,623323202.8090993,189797023.78839114,115300000.0,0.0,0.014377514137189313,1.1954842809899402,0.0023988166492480137
222,1,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,6,3,2,0,0,2150098193.0960135,99902012.26267357,297900000.0,0.0,1.414531658873429,0.03874008569916317,0.0
